Sequence,Ciphertext_Entropy,IV_Length,IV_Entropy,Exec_Time,Secure
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.686,16,7.637,1.804,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.888,16,7.865,1.097,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.883,16,7.97,2.187,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.852,16,7.84,1.382,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.614,16,3.486,1.467,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.994,12,7.885,0.837,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.747,16,1.173,1.381,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.952,12,7.801,2.31,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.753,16,7.884,1.383,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.976,12,7.823,1.004,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.624,0,0.0,0.559,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.716,16,1.642,1.455,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.906,12,7.915,0.999,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.991,12,7.872,2.436,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.869,16,7.854,2.098,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.921,16,7.868,0.577,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.911,12,7.896,2.104,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.85,12,7.878,1.523,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.957,16,7.985,1.429,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.951,16,7.937,0.765,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.628,0,0.0,1.041,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.97,16,7.886,1.886,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.943,16,7.947,1.616,1
Cipher.getInstance -> Cipher.doFinal,6.033,16,2.543,0.296,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.985,12,7.963,0.646,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.602,16,1.467,1.295,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.864,16,7.832,1.25,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.934,16,7.804,1.605,1
Cipher.getInstance -> Cipher.doFinal,7.186,0,0.887,0.222,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.927,16,7.851,1.702,1
Cipher.getInstance -> Cipher.doFinal,7.15,0,2.729,0.466,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.255,0,0.0,0.841,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.911,16,7.845,2.19,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.884,16,7.977,2.402,1
Cipher.getInstance -> Cipher.doFinal,6.97,0,1.031,0.465,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.893,12,7.987,0.728,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.521,16,7.956,1.27,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.974,12,7.929,0.736,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.134,16,2.971,1.598,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.744,16,7.563,1.074,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.86,12,7.926,1.178,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.952,12,7.801,1.743,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.894,16,7.971,1.112,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.939,16,7.974,1.153,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.617,16,7.747,1.243,0
Cipher.getInstance -> Cipher.doFinal,5.753,16,7.212,0.389,0
Cipher.getInstance -> Cipher.doFinal,7.164,0,7.16,0.469,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.698,16,3.348,1.362,0
Cipher.getInstance -> Cipher.doFinal,7.458,0,6.352,0.471,0
Cipher.getInstance -> Cipher.doFinal,6.859,16,4.245,0.288,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.376,16,1.349,0.806,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.889,16,7.961,1.425,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.999,16,7.992,2.048,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.994,16,7.977,2.397,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.01,0,0.0,0.9,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.835,16,7.945,0.815,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.904,12,7.979,2.354,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.947,16,7.858,1.786,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.861,16,7.83,1.395,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.953,16,7.941,1.49,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.3,16,2.61,1.85,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.155,0,0.0,1.182,0
Cipher.getInstance -> Cipher.doFinal,6.335,16,0.579,0.144,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.865,12,7.89,2.257,1
Cipher.getInstance -> Cipher.doFinal,5.414,16,7.249,0.209,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.929,16,7.956,1.432,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.93,12,7.998,1.356,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.956,12,7.862,1.34,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.997,12,7.942,0.776,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.116,0,0.0,1.244,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.915,12,7.853,2.245,1
Cipher.getInstance -> Cipher.doFinal,7.476,0,2.27,0.128,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.851,12,7.979,1.775,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.854,12,7.86,2.063,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.902,12,7.973,1.569,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.934,12,7.969,0.926,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.191,16,1.695,1.735,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.89,16,7.985,0.835,1
Cipher.getInstance -> Cipher.doFinal,5.804,0,2.192,0.436,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.866,12,7.802,0.531,1
Cipher.getInstance -> Cipher.doFinal,7.014,0,3.698,0.114,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.517,16,2.304,0.504,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.666,16,3.512,1.541,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.912,16,7.914,1.232,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.945,16,7.961,2.481,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.92,12,7.974,1.825,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.973,16,7.963,1.245,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.81,0,0.0,0.433,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.107,0,0.0,1.411,0
Cipher.getInstance -> Cipher.doFinal,7.633,16,5.414,0.33,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.558,16,1.967,0.836,0
Cipher.getInstance -> Cipher.doFinal,5.973,16,7.959,0.299,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.813,16,7.939,1.877,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.863,12,7.996,0.523,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.897,12,7.975,1.392,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.974,16,7.968,2.045,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.897,16,7.891,1.131,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.726,16,7.92,1.536,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.98,16,7.861,1.911,1
Cipher.getInstance -> Cipher.doFinal,7.634,16,4.665,0.393,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.962,12,7.808,2.162,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.971,12,7.842,1.815,1
Cipher.getInstance -> Cipher.doFinal,5.941,16,0.529,0.222,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.364,0,0.0,1.282,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.989,12,7.966,1.507,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.918,16,7.987,0.878,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.913,16,7.84,2.003,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.867,16,7.808,1.445,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.972,16,7.864,2.436,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.619,16,7.953,1.963,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.241,16,3.441,1.761,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.861,12,7.811,1.369,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.917,16,7.981,2.308,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.268,0,0.0,1.082,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.983,16,7.871,1.48,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.725,16,7.706,1.165,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.867,12,7.806,1.466,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.995,16,7.961,1.756,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.106,0,0.0,1.382,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.875,12,7.824,1.124,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.908,16,7.982,1.867,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.562,16,7.812,1.577,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.871,16,7.898,1.383,1
Cipher.getInstance -> Cipher.doFinal,5.094,16,3.556,0.134,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.946,16,7.89,0.708,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.956,16,7.903,2.181,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.91,0,0.0,0.839,0
Cipher.getInstance -> Cipher.doFinal,6.594,0,5.397,0.439,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.91,12,7.842,2.121,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.954,16,7.889,1.961,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.874,12,7.924,1.223,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.979,12,7.863,1.355,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.57,16,3.22,1.869,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.122,16,3.979,0.628,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.306,16,2.374,1.171,0
Cipher.getInstance -> Cipher.doFinal,7.729,0,2.533,0.404,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.965,16,7.887,0.978,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.655,16,7.935,1.315,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.919,16,7.803,1.975,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.523,16,7.589,1.934,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.572,16,2.403,1.261,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.264,0,0.0,1.268,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.95,12,7.975,1.63,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.781,16,1.716,1.056,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.74,16,7.607,0.959,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.516,0,0.0,1.468,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.026,0,0.0,0.871,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.916,12,7.984,0.599,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.88,12,7.807,1.849,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.708,16,7.51,0.636,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.907,16,7.86,2.368,1
Cipher.getInstance -> Cipher.doFinal,5.377,0,6.276,0.474,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.733,16,3.221,0.485,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.426,16,2.623,1.512,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.991,16,7.929,1.53,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.994,16,7.995,2.019,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.931,16,7.806,2.167,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.953,16,7.875,1.268,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.046,0,0.0,1.255,0
Cipher.getInstance -> Cipher.doFinal,5.242,0,0.749,0.427,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.906,16,7.945,0.714,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.915,16,7.893,1.544,1
Cipher.getInstance -> Cipher.doFinal,6.877,0,7.8,0.424,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.994,16,7.893,2.254,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.875,12,7.904,1.15,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.958,16,7.875,2.4,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.877,16,7.931,1.384,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.858,12,7.846,1.328,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.068,16,2.758,1.708,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.998,16,7.927,2.103,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.966,16,7.86,2.301,1
Cipher.getInstance -> Cipher.doFinal,5.384,16,7.665,0.439,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.956,16,7.95,2.073,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.928,12,7.836,1.671,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.992,12,7.807,0.95,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.633,0,0.0,1.19,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.901,16,7.93,1.016,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.974,16,7.929,0.572,1
Cipher.getInstance -> Cipher.doFinal,5.666,0,4.184,0.426,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.896,16,7.954,1.612,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.963,12,7.836,1.212,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.49,16,2.383,1.281,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.925,16,7.923,1.931,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.931,16,7.823,0.657,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.404,0,0.0,1.284,0
Cipher.getInstance -> Cipher.doFinal,7.007,16,3.131,0.379,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.993,12,7.946,2.464,1
Cipher.getInstance -> Cipher.doFinal,5.597,0,1.157,0.46,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.901,12,7.966,1.574,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.734,16,3.615,1.244,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.867,12,7.86,2.303,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.937,16,7.882,1.122,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.977,12,7.898,0.806,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.924,16,7.857,1.302,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.964,12,7.95,0.691,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.32,0,0.0,0.946,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.991,0,0.0,1.143,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.614,16,7.606,1.901,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.954,16,7.954,1.518,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.699,16,7.984,1.483,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.029,0,0.0,0.844,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.646,16,4.035,1.145,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.559,0,0.0,1.161,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.125,16,1.686,1.467,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.93,12,7.898,2.089,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.444,0,0.0,0.427,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.964,12,7.82,2.401,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.873,16,7.914,1.723,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.958,16,7.922,1.464,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.968,16,7.93,0.692,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.952,12,7.946,1.092,1
Cipher.getInstance -> Cipher.doFinal,5.833,16,3.666,0.181,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.652,16,7.506,1.149,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.615,16,7.978,0.58,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.071,16,2.239,1.026,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.491,16,3.21,1.266,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.048,0,0.0,0.982,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.89,12,7.992,1.543,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.674,16,7.791,1.138,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.94,12,7.823,2.474,1
Cipher.getInstance -> Cipher.doFinal,6.378,0,1.665,0.316,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.283,0,0.0,0.461,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.669,16,7.993,1.137,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.964,16,7.973,1.357,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.932,12,7.982,1.9,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.008,16,1.454,0.941,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.95,16,7.815,0.577,1
Cipher.getInstance -> Cipher.doFinal,7.633,16,2.769,0.444,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.905,12,7.849,2.468,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.296,0,0.0,1.228,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.91,12,7.826,1.57,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.573,16,1.297,0.457,0
Cipher.getInstance -> Cipher.doFinal,5.538,0,6.35,0.111,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.96,16,7.868,1.605,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.906,12,7.987,0.624,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.833,16,7.969,1.624,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.817,16,7.957,0.543,0
Cipher.getInstance -> Cipher.doFinal,5.195,0,4.765,0.296,0
Cipher.getInstance -> Cipher.doFinal,6.879,0,1.054,0.361,0
Cipher.getInstance -> Cipher.doFinal,5.394,0,2.907,0.152,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.945,12,7.913,0.578,1
Cipher.getInstance -> Cipher.doFinal,5.692,0,4.826,0.357,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.985,16,7.929,1.121,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.976,12,7.984,1.884,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.884,16,7.805,2.234,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.918,12,7.935,0.946,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.928,12,7.925,1.254,1
Cipher.getInstance -> Cipher.doFinal,7.046,0,1.837,0.258,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.862,0,0.0,0.743,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.922,16,7.875,0.886,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.645,0,0.0,0.859,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.896,16,7.59,1.991,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.532,16,3.532,0.581,0
Cipher.getInstance -> Cipher.doFinal,6.122,16,3.0,0.264,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.902,12,7.985,1.967,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.9,16,7.835,1.285,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.925,16,7.922,2.112,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.975,12,7.99,2.03,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.124,0,0.0,0.998,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.518,16,7.938,1.192,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.76,16,2.921,1.557,0
Cipher.getInstance -> Cipher.doFinal,6.514,16,2.354,0.293,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.92,16,7.944,2.06,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.019,0,0.0,0.929,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.239,16,3.221,1.194,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.355,16,3.927,1.771,0
